"","miRNAname","miRNAID","GeneEnsemblID","GeneName","TranslatePval","TranslateCorrCoef","TCGAReplication","CPTACReplication","Predictive","Validated","DiffHyp"
"72926","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000119888","EPCAM","5.53e-12",-0.366,"YES","NA","No","No","No"
"72927","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000119946","CNNM1","5.15e-14",-0.398,"YES","NA","No","No","No"
"72928","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000120068","HOXB8","1.13e-13",-0.392,"YES","NA","No","No","No"
"72929","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000120075","HOXB5","2.75e-12",-0.371,"YES","NA","No","No","No"
"72931","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000120457","KCNJ5","6.17e-14",-0.396,"YES","NA","YES","No","No"
"72932","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000120458","MSANTD2","1.82e-16",-0.432,"YES","NA","No","No","No"
"72935","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000122861","PLAU","9.11e-22",-0.495,"YES","NA","No","No","No"
"72937","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000124107","SLPI","2.19e-09",-0.319,"YES","NA","No","No","No"
"72940","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000124593","PRICKLE4","1.99e-10",-0.338,"YES","NA","No","No","No"
"72942","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000125531","C20orf195","1.13e-14",-0.407,"YES","NA","No","No","No"
"72943","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000125968","ID1","5.44e-16",-0.426,"YES","NA","No","No","No"
"72945","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000126785","RHOJ","4.10e-12",-0.368,"YES","NA","No","No","No"
"72947","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000126878","AIF1L","2.72e-10",-0.336,"YES","NA","No","No","No"
"72949","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000127324","TSPAN8","4.05e-10",-0.333,"YES","NA","No","No","No"
"72950","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000127585","FBXL16","1.51e-16",-0.433,"YES","NA","No","No","No"
"72951","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000127955","GNAI1","3.57e-17",-0.441,"YES","NA","No","No","No"
"72952","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000128203","ASPHD2","9.57e-14",-0.394,"YES","NA","No","No","No"
"72954","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000128408","RIBC2","1.30e-12",-0.376,"YES","NA","No","No","No"
"72959","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000129465","RIPK3","1.10e-09",-0.325,"YES","NA","No","No","No"
"72960","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000129654","FOXJ1","5.98e-10",-0.33,"YES","NA","No","No","No"
"72961","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000130558","OLFM1","6.72e-12",-0.364,"YES","NA","No","No","No"
"72963","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000130638","ATXN10","3.69e-13",-0.385,"YES","NA","No","No","No"
"72966","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000131037","EPS8L1","2.17e-12",-0.372,"YES","NA","No","No","Yes"
"72967","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000131097","HIGD1B","2.37e-12",-0.372,"YES","NA","No","No","No"
"72972","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000132357","CARD6","1.09e-13",-0.393,"YES","NA","No","No","No"
"72974","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000132475","H3F3B","1.15e-16",-0.435,"YES","NA","No","No","No"
"72975","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000132478","UNK","6.10e-11",-0.348,"YES","NA","No","No","No"
"72977","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000132698","RAB25","1.89e-10",-0.339,"YES","NA","No","No","No"
"72979","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000133216","EPHB2","9.10e-17",-0.436,"YES","NA","No","No","No"
"72986","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000135269","TES","2.25e-10",-0.338,"YES","NA","No","No","No"
"72988","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000135362","PRR5L","6.67e-17",-0.438,"YES","NA","No","No","No"
"72990","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000135477","KRT87P","1.30e-10",-0.342,"YES","NA","No","No","No"
"72992","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000135622","SEMA4F","5.52e-11",-0.348,"YES","NA","No","No","No"
"72994","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000135925","WNT10A","5.90e-14",-0.397,"YES","NA","No","No","Yes"
"72998","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000136404","TM6SF1","6.08e-12",-0.365,"YES","NA","No","No","No"
"73000","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000136518","ACTL6A","2.09e-09",-0.319,"YES","NA","No","No","No"
"73001","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000136720","HS6ST1","5.96e-14",-0.397,"YES","NA","No","No","No"
"73003","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000136999","NOV","1.50e-17",-0.446,"YES","NA","No","No","No"
"73006","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000137460","FHDC1","8.45e-10",-0.327,"YES","NA","No","No","No"
"73007","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000137501","SYTL2","1.20e-12",-0.376,"YES","NA","No","No","No"
"73008","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000137747","TMPRSS13","5.14e-15",-0.412,"YES","NA","No","No","No"
"73011","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000138131","LOXL4","1.85e-16",-0.432,"YES","NA","No","No","No"
"73012","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000138587","MNS1","2.65e-09",-0.317,"YES","NA","No","No","No"
"73014","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000138685","FGF2","2.44e-10",-0.337,"YES","NA","No","No","No"
"73015","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000138772","ANXA3","1.07e-15",-0.422,"YES","NA","No","No","No"
"73017","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000139549","DHH","1.50e-10",-0.341,"YES","NA","No","No","No"
"73018","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000139629","GALNT6","1.14e-10",-0.343,"YES","NA","No","No","No"
"73019","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000140057","AK7","1.29e-10",-0.342,"YES","NA","No","No","No"
"73020","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000140416","TPM1","4.36e-14",-0.399,"YES","NA","No","No","No"
"73023","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000140945","CDH13","1.10e-12",-0.377,"YES","NA","No","No","No"
"73024","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000141449","GREB1L","3.49e-11",-0.352,"YES","NA","No","No","No"
"73025","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000141469","SLC14A1","3.65e-17",-0.441,"YES","NA","No","No","Yes"
"73027","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000141668","CBLN2","3.36e-13",-0.385,"YES","NA","No","No","No"
"73028","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000141738","GRB7","3.77e-13",-0.384,"YES","NA","No","No","No"
"73030","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000142235","LMTK3","1.44e-14",-0.406,"YES","NA","No","No","No"
"73033","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000142675","CNKSR1","6.67e-14",-0.396,"YES","NA","No","No","No"
"73036","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000143502","SUSD4","8.92e-16",-0.423,"YES","NA","No","No","No"
"73037","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000143653","SCCPDH","1.99e-10",-0.338,"YES","NA","No","No","No"
"73042","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000144524","COPS7B","1.83e-09",-0.32,"YES","NA","No","No","No"
"73043","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000144857","BOC","4.74e-13",-0.383,"YES","NA","No","No","No"
"73046","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000145358","DDIT4L","5.40e-16",-0.426,"YES","NA","No","No","No"
"73047","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000145569","FAM105A","1.79e-13",-0.389,"YES","NA","No","No","Yes"
"73049","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000145687","SSBP2","1.98e-11",-0.356,"YES","NA","No","No","No"
"73050","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000145721","LIX1","4.51e-14",-0.398,"YES","NA","No","No","No"
"73055","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000146674","IGFBP3","2.03e-12",-0.373,"YES","NA","No","No","No"
"73056","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000146904","EPHA1","3.80e-10",-0.333,"YES","NA","No","No","Yes"
"73060","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000147883","CDKN2B","1.02e-10",-0.344,"YES","NA","No","No","No"
"73061","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000148341","SH3GLB2","2.57e-15",-0.416,"YES","NA","No","No","No"
"73062","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000148426","PROSER2","4.50e-17",-0.44,"YES","NA","No","No","No"
"73064","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000149418","ST14","1.11e-09",-0.325,"YES","NA","No","No","No"
"73065","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000149564","ESAM","2.19e-17",-0.444,"YES","NA","No","No","No"
"73067","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000150201","FXYD4","6.79e-14",-0.396,"YES","NA","No","No","No"
"73068","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000150556","LYPD6B","1.15e-12",-0.377,"YES","NA","No","No","Yes"
"73071","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000151715","TMEM45B","3.47e-19",-0.466,"YES","NA","No","No","No"
"73072","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000151882","CCL28","1.27e-17",-0.447,"YES","NA","No","No","No"
"73073","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000152076","CCDC74B","1.76e-10",-0.339,"YES","NA","No","No","No"
"73075","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000152527","PLEKHH2","1.28e-09",-0.323,"YES","NA","No","No","No"
"73076","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000152669","CCNO","1.15e-15",-0.421,"YES","NA","No","No","Yes"
"73077","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000153012","LGI2","2.50e-15",-0.417,"YES","NA","No","No","No"
"73078","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000153162","BMP6","3.17e-20",-0.478,"YES","NA","No","No","No"
"73080","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000153292","ADGRF1","3.55e-10",-0.334,"YES","NA","No","No","No"
"73081","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000153347","FAM81B","2.46e-09",-0.318,"YES","NA","No","No","No"
"73082","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000153404","PLEKHG4B","4.75e-17",-0.44,"YES","NA","No","No","No"
"73084","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154134","ROBO3","4.82e-12",-0.367,"YES","NA","No","No","No"
"73086","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154721","JAM2","3.72e-22",-0.5,"YES","NA","No","No","Yes"
"73087","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154760","SLFN13","1.11e-14",-0.407,"YES","NA","No","No","Yes"
"73088","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154856","APCDD1","6.90e-18",-0.45,"YES","NA","No","No","No"
"73089","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154889","MPPE1","1.39e-11",-0.359,"YES","NA","No","No","No"
"73090","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154917","RAB6B","1.03e-16",-0.435,"YES","NA","No","No","Yes"
"73091","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000154978","VOPP1","2.60e-09",-0.317,"YES","NA","No","No","No"
"73093","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000155307","SAMSN1","1.08e-10",-0.343,"YES","NA","No","No","No"
"73096","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000156515","HK1","1.69e-15",-0.419,"YES","NA","YES","No","Yes"
"73098","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000157445","CACNA2D3","6.27e-14",-0.396,"YES","NA","No","No","No"
"73104","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000159263","SIM2","2.19e-21",-0.491,"YES","NA","No","No","No"
"73105","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000159374","M1AP","6.13e-19",-0.463,"YES","NA","No","No","No"
"73106","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000159387","IRX6","2.93e-19",-0.467,"YES","NA","No","No","No"
"73107","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000159733","ZFYVE28","9.93e-13",-0.378,"YES","NA","No","No","No"
"73108","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000159784","FAM131B","7.31e-13",-0.38,"YES","NA","No","No","No"
"73110","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000160111","CPAMD8","5.74e-19",-0.464,"YES","NA","No","No","Yes"
"73111","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000160183","TMPRSS3","2.53e-14",-0.402,"YES","NA","No","No","No"
"73112","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000160190","SLC37A1","7.22e-12",-0.364,"YES","NA","No","No","No"
"73113","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000160679","CHTOP","2.24e-10",-0.338,"YES","NA","YES","No","No"
"73115","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000160963","COL26A1","6.73e-13",-0.38,"YES","NA","No","No","No"
"73116","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000161249","DMKN","1.54e-11",-0.358,"YES","NA","YES","No","No"
"73119","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000161682","FAM171A2","2.88e-10",-0.336,"YES","NA","No","No","No"
"73120","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000162009","SSTR5","3.27e-17",-0.442,"YES","NA","No","No","No"
"73121","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000162040","HS3ST6","2.53e-10",-0.337,"YES","NA","No","No","Yes"
"73122","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000162069","CCDC64B","6.32e-12",-0.365,"YES","NA","No","No","No"
"73128","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000163898","LIPH","5.08e-15",-0.412,"YES","NA","No","No","No"
"73129","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000163975","MFI2","1.04e-09",-0.325,"YES","NA","No","No","No"
"73134","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000164379","FOXQ1","5.62e-10",-0.33,"YES","NA","No","No","No"
"73135","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000164402","SEPT8","2.20e-15",-0.417,"YES","NA","No","No","No"
"73138","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000164736","SOX17","5.31e-13",-0.382,"YES","NA","No","No","No"
"73141","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000164920","OSR2","2.00e-10",-0.338,"YES","NA","No","No","No"
"73143","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000165025","SYK","1.50e-12",-0.375,"YES","NA","No","No","No"
"73145","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000165338","HECTD2","1.33e-09",-0.323,"YES","NA","No","No","No"
"73146","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000165807","PPP1R36","4.73e-16",-0.426,"YES","NA","No","No","No"
"73147","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000165816","VWA2","3.60e-14",-0.4,"YES","NA","No","No","Yes"
"73150","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000165915","SLC39A13","4.70e-10",-0.332,"YES","NA","No","No","No"
"73155","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000166924","NYAP1","1.24e-14",-0.407,"YES","NA","No","No","No"
"73156","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000167080","B4GALNT2","1.74e-13",-0.39,"YES","NA","No","No","No"
"73157","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000167123","CERCAM","2.71e-09",-0.317,"YES","NA","No","No","No"
"73159","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000167460","TPM4","3.24e-14",-0.401,"YES","NA","No","No","No"
"73161","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000167642","SPINT2","1.07e-11",-0.361,"YES","NA","No","No","No"
"73162","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000167785","ZNF558","4.76e-10",-0.331,"YES","NA","No","No","No"
"73163","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000168077","SCARA3","1.27e-17",-0.447,"YES","NA","No","No","Yes"
"73164","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000168081","PNOC","7.57e-10",-0.328,"YES","NA","No","No","No"
"73165","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000168350","DEGS2","2.03e-14",-0.404,"YES","NA","No","No","No"
"73168","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000168658","VWA3B","2.11e-09",-0.319,"YES","NA","No","No","No"
"73170","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000169129","AFAP1L2","8.78e-14",-0.394,"YES","NA","No","No","No"
"73172","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000169902","TPST1","1.34e-12",-0.376,"YES","NA","No","No","No"
"73174","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170190","SLC16A5","6.03e-12",-0.365,"YES","NA","No","No","No"
"73176","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170525","PFKFB3","5.01e-23",-0.509,"YES","NA","YES","No","No"
"73177","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170545","SMAGP","2.41e-09",-0.318,"YES","NA","YES","No","No"
"73178","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170549","IRX1","6.49e-15",-0.411,"YES","NA","No","No","No"
"73180","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170689","HOXB9","1.28e-11",-0.359,"YES","NA","No","No","Yes"
"73182","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000170954","ZNF415","4.96e-10",-0.331,"YES","NA","No","No","No"
"73184","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000171345","KRT19","5.69e-14",-0.397,"YES","NA","No","No","No"
"73187","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000171889","MIR31HG","3.12e-17",-0.442,"YES","NA","No","No","No"
"73189","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000172687","ZNF738","1.92e-12",-0.373,"YES","NA","YES","No","No"
"73190","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000172775","FAM192A","4.25e-10",-0.332,"YES","NA","No","No","No"
"73194","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173641","HSPB7","1.81e-10",-0.339,"YES","NA","No","No","No"
"73195","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173715","C11orf80","9.42e-10",-0.326,"YES","NA","No","No","No"
"73196","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173786","CNP","9.67e-13",-0.378,"YES","NA","No","No","No"
"73198","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173894","CBX2","5.26e-12",-0.366,"YES","NA","No","No","No"
"73199","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173898","SPTBN2","9.63e-13",-0.378,"YES","NA","No","No","No"
"73200","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173917","HOXB2","6.49e-12",-0.364,"YES","NA","No","No","No"
"73201","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000173950","XXYLT1","3.07e-12",-0.37,"YES","NA","No","No","No"
"73203","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000174370","C11orf45","6.49e-13",-0.381,"YES","NA","No","No","No"
"73205","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000174669","SLC29A2","2.40e-11",-0.355,"YES","NA","No","No","No"
"73206","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000175318","GRAMD2","1.40e-10",-0.341,"YES","NA","YES","No","No"
"73208","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000175471","MCTP1","1.86e-09",-0.32,"YES","NA","No","No","No"
"73209","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000175567","UCP2","6.46e-13",-0.381,"YES","NA","No","No","No"
"73211","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000176029","C11orf16","2.02e-13",-0.389,"YES","NA","No","No","No"
"73212","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000176463","SLCO3A1","6.30e-18",-0.451,"YES","NA","No","YES","No"
"73213","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000176753","C15orf56","3.26e-11",-0.352,"YES","NA","No","No","No"
"73214","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000176842","IRX5","2.66e-24",-0.522,"YES","NA","No","No","No"
"73215","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000176907","C8orf4","1.49e-19",-0.471,"YES","NA","No","No","No"
"73220","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000177508","IRX3","5.99e-14",-0.397,"YES","NA","YES","No","No"
"73221","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000177519","RPRM","8.49e-15",-0.409,"YES","NA","No","No","No"
"73222","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000177685","CRACR2B","1.36e-09",-0.323,"YES","NA","No","No","No"
"73223","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000178498","DTX3","1.18e-10",-0.343,"YES","NA","No","No","No"
"73225","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000179163","FUCA1","9.91e-13",-0.378,"YES","NA","No","No","No"
"73227","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000179348","GATA2","1.14e-15",-0.421,"YES","NA","No","No","No"
"73230","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000179913","B3GNT3","3.52e-14",-0.4,"YES","NA","No","No","No"
"73232","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000180190","TDRP","7.40e-16",-0.424,"YES","NA","No","No","No"
"73233","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000180257","ZNF816","1.52e-10",-0.341,"YES","NA","No","No","No"
"73235","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000180543","TSPYL5","1.95e-10",-0.339,"YES","NA","No","No","No"
"73237","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000181885","CLDN7","2.72e-14",-0.402,"YES","NA","No","No","No"
"73240","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182107","TMEM30B","2.32e-16",-0.431,"YES","NA","No","No","No"
"73242","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182534","MXRA7","4.78e-11",-0.35,"YES","NA","No","No","No"
"73246","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182742","HOXB4","2.80e-13",-0.386,"YES","NA","No","No","No"
"73247","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182795","C1orf116","1.75e-13",-0.39,"YES","NA","No","No","Yes"
"73248","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182809","CRIP2","1.92e-11",-0.356,"YES","NA","No","No","No"
"73250","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000182985","CADM1","9.95e-13",-0.378,"YES","NA","YES","No","Yes"
"73251","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000183255","PTTG1IP","3.92e-12",-0.368,"YES","NA","No","No","No"
"73254","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000183570","PCBP3","4.93e-11",-0.349,"YES","NA","No","No","Yes"
"73255","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000183690","EFHC2","3.15e-12",-0.37,"YES","NA","No","No","No"
"73257","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000183943","PRKX","2.66e-15",-0.416,"YES","NA","No","No","No"
"73260","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000184254","ALDH1A3","2.46e-13",-0.387,"YES","NA","No","No","No"
"73261","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000184271","POU6F1","4.36e-14",-0.399,"YES","NA","YES","No","No"
"73262","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000184292","TACSTD2","1.64e-21",-0.493,"YES","NA","No","No","No"
"73263","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000184344","GDF3","5.67e-15",-0.412,"YES","NA","No","No","No"
"73264","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000184363","PKP3","7.85e-15",-0.409,"YES","NA","No","No","Yes"
"73268","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000185112","FAM43A","5.21e-17",-0.439,"YES","NA","No","No","No"
"73269","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000185404","SP140L","1.97e-12",-0.373,"YES","NA","No","No","No"
"73271","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000186710","CFAP73","7.74e-14",-0.395,"YES","NA","No","No","No"
"73273","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000187554","TLR5","2.47e-12",-0.371,"YES","NA","No","No","No"
"73276","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000188064","WNT7B","7.97e-25",-0.527,"YES","NA","No","No","Yes"
"73277","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000188112","C6orf132","3.38e-11",-0.352,"YES","NA","YES","No","No"
"73281","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000188313","PLSCR1","1.17e-09",-0.324,"YES","NA","No","No","No"
"73283","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000188883","KLRG2","3.15e-13",-0.386,"YES","NA","No","No","Yes"
"73284","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000189060","H1F0","6.70e-11",-0.347,"YES","NA","No","No","No"
"73286","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000189143","CLDN4","5.22e-14",-0.397,"YES","NA","No","No","No"
"73291","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000196189","SEMA4A","6.69e-15",-0.41,"YES","NA","No","No","No"
